Datetime,Close,High,Low,Open,Volume
,MSFT,MSFT,MSFT,MSFT,MSFT
2025-04-11 13:30:00+00:00,382.4100036621094,383.1199035644531,380.29998779296875,380.635009765625,1077572
2025-04-11 13:35:00+00:00,383.3450012207031,384.07000732421875,380.82000732421875,382.5050048828125,386615
2025-04-11 13:40:00+00:00,384.260009765625,384.614990234375,381.55120849609375,383.3999938964844,353147
2025-04-11 13:45:00+00:00,385.0299987792969,386.0299987792969,383.7300109863281,384.2149963378906,394470
2025-04-11 13:50:00+00:00,385.510009765625,385.89739990234375,384.45001220703125,385.1499938964844,438042
2025-04-11 13:55:00+00:00,384.88751220703125,385.6000061035156,384.1000061035156,385.5,274894
2025-04-11 14:00:00+00:00,382.8999938964844,384.8800048828125,381.82000732421875,384.8800048828125,341510
2025-04-11 14:05:00+00:00,384.04998779296875,384.75,382.6499938964844,383.010009765625,210501
2025-04-11 14:10:00+00:00,383.5150146484375,384.45001220703125,382.1000061035156,384.1700134277344,147564
2025-04-11 14:15:00+00:00,381.3399963378906,384.1499938964844,381.3399963378906,383.4200134277344,170617
2025-04-11 14:20:00+00:00,380.30999755859375,381.6099853515625,378.8900146484375,381.5400085449219,269542
2025-04-11 14:25:00+00:00,379.5950012207031,380.80670166015625,379.42999267578125,380.30999755859375,205033
2025-04-11 14:30:00+00:00,381.8550109863281,382.07000732421875,379.1600036621094,379.54998779296875,312879
2025-04-11 14:35:00+00:00,382.114990234375,382.44000244140625,381.3500061035156,381.8550109863281,260295
2025-04-11 14:40:00+00:00,382.6400146484375,382.6499938964844,381.1300048828125,381.864990234375,185049
2025-04-11 14:45:00+00:00,383.0199890136719,383.510009765625,382.489990234375,382.489990234375,154706
2025-04-11 14:50:00+00:00,382.5450134277344,383.2099914550781,381.9200134277344,383.2099914550781,144216
2025-04-11 14:55:00+00:00,382.69000244140625,383.7099914550781,382.04998779296875,382.4750061035156,284126
2025-04-11 15:00:00+00:00,381.75,385.1199951171875,381.4599914550781,382.5799865722656,206160
2025-04-11 15:05:00+00:00,382.3299865722656,382.6300048828125,380.7200012207031,381.7149963378906,170219
2025-04-11 15:10:00+00:00,381.55999755859375,382.80999755859375,381.3599853515625,382.3299865722656,130534
2025-04-11 15:15:00+00:00,381.260009765625,381.8630065917969,380.7601013183594,381.6600036621094,149449
2025-04-11 15:20:00+00:00,381.45001220703125,382.1199951171875,380.8800048828125,381.260009765625,131612
2025-04-11 15:25:00+00:00,382.57000732421875,382.760009765625,381.244384765625,381.3699951171875,151077
2025-04-11 15:30:00+00:00,383.3500061035156,383.5,382.1300048828125,382.44000244140625,103443
2025-04-11 15:35:00+00:00,385.1625061035156,385.5,382.8800048828125,383.2650146484375,154213
2025-04-11 15:40:00+00:00,385.2650146484375,385.5155029296875,384.45220947265625,385.3273010253906,123773
2025-04-11 15:45:00+00:00,385.989501953125,386.3900146484375,384.9100036621094,385.2749938964844,205742
