Datetime,Close,High,Low,Open,Volume
,SPY,SPY,SPY,SPY,SPY
2025-04-11 13:30:00+00:00,522.6749877929688,524.9099731445312,521.0999755859375,523.010009765625,6492694
2025-04-11 13:35:00+00:00,524.5999755859375,525.530029296875,521.3099975585938,522.6799926757812,2314514
2025-04-11 13:40:00+00:00,525.5700073242188,526.27001953125,522.1500244140625,524.5999755859375,1786380
2025-04-11 13:45:00+00:00,527.1900024414062,528.3499755859375,525.25,525.6099853515625,1596916
2025-04-11 13:50:00+00:00,528.0499877929688,528.8400268554688,525.97998046875,527.219970703125,1397032
2025-04-11 13:55:00+00:00,526.4000854492188,528.280029296875,526.25,528.1400146484375,1448009
2025-04-11 14:00:00+00:00,525.3200073242188,526.7999877929688,523.3800048828125,526.47998046875,2704161
2025-04-11 14:05:00+00:00,527.1900024414062,528.4299926757812,524.780029296875,525.3900146484375,1497844
2025-04-11 14:10:00+00:00,526.3150024414062,527.8699951171875,524.3499755859375,527.239990234375,548788
2025-04-11 14:15:00+00:00,523.5650024414062,527.636474609375,523.3099975585938,526.3200073242188,1006985
2025-04-11 14:20:00+00:00,522.0,523.8800048828125,520.0700073242188,523.5499877929688,1746119
2025-04-11 14:25:00+00:00,520.6900024414062,522.5349731445312,520.4199829101562,522.0,1010157
2025-04-11 14:30:00+00:00,523.8300170898438,524.2100219726562,520.0900268554688,520.7999877929688,1228361
2025-04-11 14:35:00+00:00,524.2000122070312,524.7100219726562,523.2999877929688,523.77001953125,751497
2025-04-11 14:40:00+00:00,525.2999877929688,525.5161743164062,523.0900268554688,524.1599731445312,934057
2025-04-11 14:45:00+00:00,525.9099731445312,526.7100219726562,525.1900024414062,525.3099975585938,1034707
2025-04-11 14:50:00+00:00,524.52001953125,525.8900146484375,523.6599731445312,525.8900146484375,798982
2025-04-11 14:55:00+00:00,523.1699829101562,525.1400146484375,522.9400024414062,524.5700073242188,611892
2025-04-11 15:00:00+00:00,523.030029296875,527.4199829101562,522.52001953125,523.1400146484375,1699461
2025-04-11 15:05:00+00:00,523.4000244140625,523.8599853515625,521.760009765625,522.8300170898438,868122
2025-04-11 15:10:00+00:00,521.9000244140625,523.8499755859375,521.6900024414062,523.4349975585938,729127
2025-04-11 15:15:00+00:00,521.719970703125,522.5549926757812,520.8800048828125,521.780029296875,638669
2025-04-11 15:20:00+00:00,521.47998046875,522.8300170898438,520.9500122070312,521.6699829101562,612525
2025-04-11 15:25:00+00:00,523.0800170898438,523.5684814453125,521.3699951171875,521.4600219726562,949387
2025-04-11 15:30:00+00:00,523.7100219726562,523.97998046875,522.4199829101562,523.030029296875,530930
2025-04-11 15:35:00+00:00,525.9600219726562,526.0700073242188,523.0599975585938,523.6599731445312,638746
2025-04-11 15:40:00+00:00,525.239990234375,526.0499877929688,524.1300048828125,525.9600219726562,564692
2025-04-11 15:45:00+00:00,525.8800048828125,526.239990234375,524.72998046875,525.219970703125,525356
2025-04-11 15:50:00+00:00,525.7239990234375,526.260009765625,525.013671875,525.8400268554688,403348
2025-04-11 15:55:00+00:00,526.9400024414062,527.1099853515625,525.739990234375,525.760009765625,611712
2025-04-11 16:00:00+00:00,526.9500122070312,527.1799926757812,526.0800170898438,526.9299926757812,491365
2025-04-11 16:05:00+00:00,526.9500732421875,528.5,526.9000244140625,526.9500122070312,751714
2025-04-11 16:10:00+00:00,527.8499755859375,528.4500122070312,526.96630859375,527.030029296875,490013
2025-04-11 16:15:00+00:00,528.5050048828125,528.6599731445312,527.4500122070312,527.8599853515625,418959
2025-04-11 16:20:00+00:00,527.389892578125,528.6699829101562,527.3300170898438,528.530029296875,474272
2025-04-11 16:25:00+00:00,527.3900146484375,527.9500122070312,526.4099731445312,527.0399780273438,609044
2025-04-11 16:30:00+00:00,529.760009765625,530.3250122070312,527.447509765625,527.5349731445312,974629
2025-04-11 16:35:00+00:00,531.27001953125,532.0,529.72998046875,529.7650146484375,1015130
2025-04-11 16:40:00+00:00,531.9627075195312,532.260009765625,530.6400146484375,531.280029296875,928343
2025-04-11 16:45:00+00:00,532.6099853515625,532.739990234375,531.02001953125,531.9650268554688,843572
2025-04-11 16:50:00+00:00,532.2927856445312,532.8499755859375,531.6599731445312,532.5900268554688,811691
2025-04-11 16:55:00+00:00,531.719970703125,532.6099853515625,531.5800170898438,532.3900146484375,577994
2025-04-11 17:00:00+00:00,531.97998046875,532.6099853515625,530.6046752929688,531.77001953125,618847
2025-04-11 17:05:00+00:00,531.8300170898438,533.0900268554688,531.5200805664062,532.0700073242188,622440
2025-04-11 17:10:00+00:00,531.4749755859375,531.9600219726562,530.72998046875,531.7899780273438,597031
2025-04-11 17:15:00+00:00,530.0850219726562,532.02001953125,529.6599731445312,531.47998046875,590738
2025-04-11 17:20:00+00:00,530.6799926757812,531.97998046875,529.6699829101562,530.0999755859375,780753
2025-04-11 17:25:00+00:00,529.8300170898438,530.739990234375,529.47998046875,530.6300048828125,666864
2025-04-11 17:30:00+00:00,529.9600219726562,530.469970703125,528.8400268554688,529.8400268554688,899861
2025-04-11 17:35:00+00:00,532.75,532.8800048828125,529.1599731445312,529.9600219726562,974914
2025-04-11 17:40:00+00:00,535.4000244140625,536.1199951171875,532.6500244140625,532.739990234375,2063587
2025-04-11 17:45:00+00:00,534.719970703125,535.489990234375,533.2119750976562,535.4105834960938,1187235
2025-04-11 17:50:00+00:00,535.719970703125,536.4299926757812,534.1500244140625,534.6500244140625,1074293
2025-04-11 17:55:00+00:00,534.7000122070312,535.8400268554688,534.1799926757812,535.7625122070312,731312
2025-04-11 18:00:00+00:00,534.8099975585938,534.989990234375,533.7100219726562,534.719970703125,851910
2025-04-11 18:05:00+00:00,533.3800048828125,534.9099731445312,532.8699951171875,534.7999877929688,774749
2025-04-11 18:10:00+00:00,533.5999755859375,534.25,532.726318359375,533.3499755859375,865151
2025-04-11 18:15:00+00:00,532.3900146484375,534.0999755859375,531.97998046875,533.5900268554688,1273792
2025-04-11 18:20:00+00:00,532.9000244140625,533.22998046875,531.5700073242188,532.405029296875,910733
2025-04-11 18:25:00+00:00,533.1500244140625,533.260009765625,531.8499755859375,532.903076171875,471557
2025-04-11 18:30:00+00:00,533.0,533.5399780273438,532.6500244140625,533.1699829101562,540315
2025-04-11 18:35:00+00:00,533.2993774414062,534.030029296875,532.3699951171875,532.9299926757812,897954
2025-04-11 18:40:00+00:00,533.6699829101562,534.2100219726562,533.1799926757812,533.25,470874
2025-04-11 18:45:00+00:00,534.1699829101562,534.52001953125,533.52001953125,533.6799926757812,471074
2025-04-11 18:50:00+00:00,533.6300048828125,534.3074951171875,531.969970703125,534.2000122070312,697434
2025-04-11 18:55:00+00:00,532.1599731445312,533.9299926757812,532.0499877929688,533.7000122070312,431174
2025-04-11 19:00:00+00:00,533.792724609375,534.280029296875,532.1099853515625,532.22998046875,655820
2025-04-11 19:05:00+00:00,534.6900024414062,534.77001953125,533.0700073242188,533.77001953125,813469
2025-04-11 19:10:00+00:00,535.0599975585938,535.3099975585938,534.1799926757812,534.6749877929688,983375
