Datetime,Close,High,Low,Open,Volume
,TSLA,TSLA,TSLA,TSLA,TSLA
2025-04-11 13:30:00+00:00,254.66000366210938,254.97999572753906,251.2899932861328,251.83999633789062,8965398
2025-04-11 13:35:00+00:00,256.1332092285156,256.489990234375,253.47999572753906,254.7115936279297,3020407
2025-04-11 13:40:00+00:00,254.30999755859375,256.3689880371094,252.25,256.0899963378906,2720907
2025-04-11 13:45:00+00:00,253.125,257.739990234375,253.08999633789062,254.2050018310547,3079652
2025-04-11 13:50:00+00:00,253.6676025390625,254.18899536132812,250.7100067138672,253.11500549316406,2987958
2025-04-11 13:55:00+00:00,251.17999267578125,253.95950317382812,251.1501007080078,253.5800018310547,1817536
2025-04-11 14:00:00+00:00,248.9600067138672,251.3000030517578,247.39999389648438,251.14999389648438,3069160
2025-04-11 14:05:00+00:00,250.00010681152344,250.80999755859375,247.99000549316406,249.0500030517578,2122265
2025-04-11 14:10:00+00:00,248.90499877929688,251.10989379882812,248.16009521484375,250.1999969482422,2037266
2025-04-11 14:15:00+00:00,246.19000244140625,250.5500030517578,246.02999877929688,248.88999938964844,2057502
2025-04-11 14:20:00+00:00,246.34500122070312,246.60000610351562,244.5800018310547,246.17999267578125,2494908
2025-04-11 14:25:00+00:00,244.85000610351562,246.96080017089844,244.72999572753906,246.44000244140625,1666901
2025-04-11 14:30:00+00:00,247.17999267578125,247.94000244140625,244.07119750976562,244.89500427246094,2248482
2025-04-11 14:35:00+00:00,247.39999389648438,248.0941925048828,245.91000366210938,247.17999267578125,1511842
2025-04-11 14:40:00+00:00,247.94869995117188,247.99000549316406,246.32000732421875,247.39999389648438,1195687
2025-04-11 14:45:00+00:00,249.09959411621094,249.75,247.798095703125,247.90499877929688,1722717
2025-04-11 14:50:00+00:00,247.83140563964844,249.02999877929688,246.57000732421875,249.02499389648438,1390966
2025-04-11 14:55:00+00:00,246.22000122070312,248.30999755859375,246.0500946044922,247.6999969482422,1209469
2025-04-11 15:00:00+00:00,247.1999969482422,249.69590759277344,245.9499969482422,246.17999267578125,1900966
2025-04-11 15:05:00+00:00,246.35000610351562,247.08700561523438,245.1999969482422,247.05999755859375,1511770
2025-04-11 15:10:00+00:00,243.9600067138672,246.9499969482422,243.52999877929688,246.32749938964844,1945641
2025-04-11 15:15:00+00:00,243.0749969482422,244.4490966796875,242.15499877929688,243.9593963623047,1921789
2025-04-11 15:20:00+00:00,242.47999572753906,244.47999572753906,242.16009521484375,243.12330627441406,1705568
2025-04-11 15:25:00+00:00,243.89999389648438,244.35000610351562,242.360107421875,242.50999450683594,1579543
2025-04-11 15:30:00+00:00,244.1750030517578,244.8000030517578,243.4600067138672,243.9499969482422,1214241
2025-04-11 15:35:00+00:00,245.8782958984375,246.0,244.11000061035156,244.25,1364066
2025-04-11 15:40:00+00:00,244.32000732421875,245.91940307617188,243.61000061035156,245.7949981689453,1325938
2025-04-11 15:45:00+00:00,244.28179931640625,244.75,243.8000030517578,244.22000122070312,1010907
